Restaurant Name,Country Code,City,Locality,Cuisines,cost,Has Table booking,Has Online delivery,Price range,rating,votes
Natural Ice Cream,1,New Delhi,"JMD Kohinoor Mall, Greater Kailash",['Ice Cream'],150,No,Yes,1,4.5,665
"34, Chowringhee Lane",1,New Delhi,JNU,['Fast Food'],300,No,No,1,3.2,15
Qureshi,1,New Delhi,JNU,"['North Indian', 'Fast Food']",350,No,No,1,3.0,27
Shree Ram Sweet Centre,1,New Delhi,JNU,"['Mithai', 'Street Food']",150,No,No,1,2.7,13
Teflas,1,New Delhi,JNU,"['North Indian', 'Chinese']",300,No,No,1,3.4,53
The Viraj Food Zone,1,New Delhi,JNU,"['North Indian', 'Chinese']",500,No,No,2,3.2,29
RollsKing,1,New Delhi,JNU,['Fast Food'],300,No,No,1,3.5,14
Secular House Canteen,1,New Delhi,JNU,"['North Indian', 'Mughlai', 'Chinese']",600,No,Yes,2,3.8,414
Kerala Cafe,1,New Delhi,JNU,"['North Indian', 'South Indian']",150,No,No,1,2.3,44
Veer Jee Restaurant,1,New Delhi,Jor Bagh,"['North Indian', 'Mughlai']",450,No,No,1,3.1,35
Bakey Wish,1,New Delhi,Kailash Colony,"['Bakery', 'Desserts']",300,No,No,1,3.0,6
Bikaner Namkeen Bhandar,1,New Delhi,Kailash Colony,"['Mithai', 'Street Food']",150,No,No,1,3.1,9
Chhole Bhature Corner,1,New Delhi,Kailash Colony,['North Indian'],150,No,No,1,3.3,21
Fresh n Frozen,1,New Delhi,Kailash Colony,"['Raw Meats', 'Fast Food']",200,No,No,1,3.1,9
Pind Punjabi,1,New Delhi,Kailash Colony,['North Indian'],500,No,Yes,2,3.0,4
Sanjha Chulha,1,New Delhi,Kailash Colony,"['North Indian', 'Mughlai']",700,No,No,2,3.1,13
Shaan e Punjab,1,New Delhi,Kailash Colony,"['North Indian', 'Mughlai']",600,No,No,2,3.1,21
Cafe 27,1,New Delhi,Kailash Colony,"['North Indian', 'Chinese', 'Italian']",1550,Yes,No,3,3.6,455
MR.D - Deliciousness Delivered,1,New Delhi,Kailash Colony,"['North Indian', 'Italian', 'Chinese']",700,No,Yes,2,3.5,367
Pita Pit,1,New Delhi,Kailash Colony,"['Healthy Food', 'Salad']",600,No,Yes,2,3.8,540
Big Chill,1,New Delhi,Kailash Colony,"['Italian', 'Continental', 'European', 'Cafe']",1500,No,No,3,4.4,1521
Maxims Pastry Shop,1,New Delhi,Kailash Colony,"['Bakery', 'Desserts', 'Fast Food', 'Beverages']",300,No,No,1,4.2,729
Uncultured Cafe & Bar,1,New Delhi,Kailash Colony,"['Continental', 'Chinese', 'Italian', 'Finger Food']",1500,Yes,No,3,4.3,90
2 Nice 2 Slice,1,New Delhi,Kalkaji,"['Bakery', 'Desserts']",1750,No,No,3,3.2,17
Aggarwal Bikaneri Sweets,1,New Delhi,Kalkaji,"['Mithai', 'Street Food']",250,No,No,1,2.9,11
Aggarwal Sweet Corner & Restaurant,1,New Delhi,Kalkaji,"['North Indian', 'South Indian', 'Chinese', 'Mithai']",300,No,No,1,2.6,38
Aggarwal Sweets India,1,New Delhi,Kalkaji,"['Mithai', 'Street Food']",100,No,No,1,2.8,9
Aggarwal's Sweets Paradise,1,New Delhi,Kalkaji,"['Mithai', 'North Indian', 'South Indian', 'Street Food']",300,No,No,1,2.7,16
Aggarwal's Sweets,1,New Delhi,Kalkaji,"['Mithai', 'Street Food']",150,No,No,1,2.9,7
Anna Ka Dosa,1,New Delhi,Kalkaji,['South Indian'],200,No,Yes,1,3.4,41
Big Chow Xpress,1,New Delhi,Kalkaji,"['Chinese', 'North Indian']",550,No,Yes,2,2.6,58
Bikaner Sweets & Namkeen,1,New Delhi,Kalkaji,"['Mithai', 'Street Food']",200,No,No,1,2.9,4
Cafe Coffee Day,1,New Delhi,Kalkaji,['Cafe'],450,No,Yes,1,2.9,33
Cake Plaza,1,New Delhi,Kalkaji,"['Bakery', 'Desserts', 'Fast Food']",200,No,Yes,1,3.1,28
Crispy Tokri,1,New Delhi,Kalkaji,['Street Food'],200,No,No,1,3.1,100
De Royale Food's,1,New Delhi,Kalkaji,"['North Indian', 'Chinese']",550,No,No,2,3.2,22
Faasos,1,New Delhi,Kalkaji,"['North Indian', 'Fast Food']",600,No,Yes,2,3.0,4
Fouji Da Vaishno Dhaba,1,New Delhi,Kalkaji,['North Indian'],400,No,No,1,2.9,14
Fun Bytes,1,New Delhi,Kalkaji,['Fast Food'],250,No,Yes,1,2.5,13
G's Patisserie,1,New Delhi,Kalkaji,"['Bakery', 'Desserts']",600,No,No,2,2.8,8
Giani,1,New Delhi,Kalkaji,"['Ice Cream', 'Desserts']",400,No,Yes,1,3.2,17
Gopals 56,1,New Delhi,Kalkaji,"['Ice Cream', 'Desserts']",200,No,No,1,3.2,8
Green Chick Chop,1,New Delhi,Kalkaji,"['Raw Meats', 'North Indian', 'Fast Food']",350,No,No,1,3.2,26
Heaven's Kitchen,1,New Delhi,Kalkaji,"['North Indian', 'Mughlai', 'Chinese']",500,No,Yes,2,3.3,85
Heavens Food Corner,1,New Delhi,Kalkaji,"['North Indian', 'Mughlai', 'Chinese']",500,No,No,2,2.8,14
Just Kababs,1,New Delhi,Kalkaji,"['Fast Food', 'North Indian']",250,No,No,1,3.4,25
Keventers,1,New Delhi,Kalkaji,['Beverages'],400,No,No,1,3.2,10
Komal Kitchen,1,New Delhi,Kalkaji,['North Indian'],250,No,No,1,2.8,7
Kwality Sweets & Restaurant,1,New Delhi,Kalkaji,['South Indian'],250,No,No,1,2.9,10
Mehak Food Corner,1,New Delhi,Kalkaji,['North Indian'],350,No,No,1,3.2,87
Mr. Sub,1,New Delhi,Kalkaji,['Fast Food'],400,No,Yes,1,3.2,57
Muradabadi Shahi Biryani & Chicken Corner,1,New Delhi,Kalkaji,"['North Indian', 'Biryani']",450,No,Yes,1,2.6,24
Muradabadi,1,New Delhi,Kalkaji,"['Mughlai', 'Biryani']",400,No,No,1,3.0,5
New Radhe Radhe Snacks Corner,1,New Delhi,Kalkaji,['North Indian'],150,No,No,1,3.1,9
Nirula's Ice Cream,1,New Delhi,Kalkaji,"['Desserts', 'Ice Cream']",250,No,No,1,3.2,14
Noor Restaurant,1,New Delhi,Kalkaji,"['North Indian', 'Mughlai', 'Chinese']",550,No,Yes,2,3.4,20
Paul's Homemade,1,New Delhi,Kalkaji,"['Bakery', 'Desserts']",500,No,No,2,3.1,11
Pinkom's Bar-Be-Que,1,New Delhi,Kalkaji,"['North Indian', 'Mughlai']",350,No,No,1,3.2,12
Prince of China,1,New Delhi,Kalkaji,"['Thai', 'Chinese', 'Seafood']",800,No,Yes,2,3.1,70
Punjabi Corner,1,New Delhi,Kalkaji,['North Indian'],250,No,Yes,1,3.3,55
Punjabi Snacks,1,New Delhi,Kalkaji,"['Street Food', 'North Indian', 'South Indian']",200,No,No,1,2.9,4
Quality Food Point,1,New Delhi,Kalkaji,"['North Indian', 'Fast Food', 'Mughlai']",450,No,No,1,3.0,10
Radhe Shyam,1,New Delhi,Kalkaji,['Street Food'],150,No,No,1,2.8,10
Raj South Indian Food,1,New Delhi,Kalkaji,"['South Indian', 'Chinese']",250,No,No,1,3.0,8
Roll Club,1,New Delhi,Kalkaji,['Fast Food'],250,No,No,1,3.3,91
Shameem Kabab Corner,1,New Delhi,Kalkaji,"['North Indian', 'Mughlai']",700,No,No,2,3.3,67
Shiv Dhaba,1,New Delhi,Kalkaji,"['North Indian', 'Chinese']",550,No,No,2,3.1,92
Silver Spoons,1,New Delhi,Kalkaji,"['North Indian', 'Street Food']",350,No,Yes,1,2.7,6
Takkar Dhaba,1,New Delhi,Kalkaji,['North Indian'],450,No,Yes,1,2.6,24
The Biryani Wallas,1,New Delhi,Kalkaji,['Biryani'],650,No,No,2,3.2,26
The Tuck Shop,1,New Delhi,Kalkaji,['Fast Food'],700,No,No,2,3.3,17
Uncle Xpress,1,New Delhi,Kalkaji,['Chinese'],400,No,Yes,1,3.4,80
Vaishno Rasoi,1,New Delhi,Kalkaji,['North Indian'],350,No,Yes,1,2.6,23
Vatika,1,New Delhi,Kalkaji,"['North Indian', 'Mughlai']",550,No,Yes,2,2.7,52
Walk To Italy,1,New Delhi,Kalkaji,['Fast Food'],300,No,No,1,3.1,11
Behrouz Biryani,1,New Delhi,Kalkaji,['Biryani'],600,No,Yes,2,3.6,30
Big Dragon,1,New Delhi,Kalkaji,"['Chinese', 'Thai']",800,Yes,No,2,3.6,108
Cafe Filter,1,New Delhi,Kalkaji,"['Fast Food', 'Italian', 'North Indian', 'Chinese']",600,No,Yes,2,3.6,22
Chowki,1,New Delhi,Kalkaji,['North Indian'],750,No,Yes,2,3.7,89
Circle Cafe and Bar,1,New Delhi,Kalkaji,"['Cafe', 'North Indian', 'Lebanese', 'Continental']",800,No,No,2,3.5,30
FreshMenu,1,New Delhi,Kalkaji,"['Italian', 'Chinese', 'Continental', 'Thai', 'Mediterranean', 'Lebanese']",600,No,Yes,2,3.6,36
Giani's,1,New Delhi,Kalkaji,"['Ice Cream', 'Desserts']",400,No,Yes,1,3.5,80
Gopal's 56,1,New Delhi,Kalkaji,"['Ice Cream', 'Desserts', 'North Indian', 'Street Food']",200,No,No,1,3.8,71
Instapizza,1,New Delhi,Kalkaji,"['Pizza', 'Fast Food']",900,No,Yes,2,3.8,492
Just Vada Pav,1,New Delhi,Kalkaji,['Street Food'],150,No,No,1,3.6,94
Khidmat,1,New Delhi,Kalkaji,"['North Indian', 'Mughlai', 'Chinese']",1300,Yes,Yes,3,3.6,372
Naivedyam,1,New Delhi,Kalkaji,['South Indian'],500,No,Yes,2,3.8,495
New Shere Punjab Dhaba,1,New Delhi,Kalkaji,['North Indian'],600,No,No,2,3.6,91
Sant Sweets,1,New Delhi,Kalkaji,"['Street Food', 'North Indian', 'Mithai']",250,No,No,1,3.5,60
Tikka- Way,1,New Delhi,Kalkaji,"['North Indian', 'Chinese']",850,No,Yes,2,3.5,23
Punjabi Rasoi,1,New Delhi,Kalkaji,['North Indian'],350,No,Yes,1,2.4,11
Punjabi Xpress,1,New Delhi,Kalkaji,"['North Indian', 'Chinese']",400,No,Yes,1,2.3,9
The Cake Factory,1,New Delhi,Kalkaji,"['Bakery', 'Fast Food']",400,No,Yes,1,2.3,19
"34, Chowringhee Lane",1,New Delhi,Kamla Nagar,['Fast Food'],300,No,No,1,3.3,86
Annapurna Restaurant,1,New Delhi,Kamla Nagar,"['North Indian', 'Chinese']",250,No,Yes,1,2.5,56
BTW,1,New Delhi,Kamla Nagar,"['Street Food', 'North Indian', 'South Indian', 'Chinese']",400,No,No,1,3.1,10
Cafe Coffee Day,1,New Delhi,Kamla Nagar,['Cafe'],450,No,No,1,3.3,82
Chawla's Chic Inn,1,New Delhi,Kamla Nagar,"['North Indian', 'Chinese']",650,No,No,2,3.3,26
Chennai Hot Cafe,1,New Delhi,Kamla Nagar,['South Indian'],300,No,No,1,3.4,75
Daawat E Mezbaan,1,New Delhi,Kamla Nagar,"['Mughlai', 'North Indian']",800,No,No,2,3.1,77
Dessert in Desert,1,New Delhi,Kamla Nagar,"['Cafe', 'Fast Food', 'Desserts']",450,No,No,1,3.4,38
Domino's Pizza,1,New Delhi,Kamla Nagar,"['Pizza', 'Fast Food']",700,No,No,2,3.4,36
Filmy Cafe & Bar,1,New Delhi,Kamla Nagar,"['North Indian', 'Fast Food', 'Chinese', 'Continental']",1200,Yes,No,3,2.9,4
Firenze,1,New Delhi,Kamla Nagar,['Cafe'],500,No,No,2,2.8,25
Giani,1,New Delhi,Kamla Nagar,"['Ice Cream', 'Desserts']",400,No,Yes,1,3.4,41
Gullu's,1,New Delhi,Kamla Nagar,"['North Indian', 'Mughlai']",550,No,No,2,3.1,69
Manwhar,1,New Delhi,Kamla Nagar,"['South Indian', 'North Indian', 'Chinese']",650,No,No,2,3.2,69
Midnight Hunger Hub,1,New Delhi,Kamla Nagar,"['North Indian', 'Fast Food', 'Italian', 'Asian']",800,No,No,2,3.3,6
Mini Shop,1,New Delhi,Kamla Nagar,"['Fast Food', 'Beverages']",150,No,No,1,3.3,49
Nine 75 Lounge & Bar,1,New Delhi,Kamla Nagar,"['Chinese', 'North Indian', 'Italian', 'Continental', 'Fast Food']",800,Yes,No,2,3.2,145
Pradhan Ji Multi Cuisine Restaurant,1,New Delhi,Kamla Nagar,"['North Indian', 'Chinese', 'Continental']",650,No,Yes,2,3.3,41
Punjabi Chaap Corner,1,New Delhi,Kamla Nagar,['North Indian'],400,No,Yes,1,2.9,15
Sagar Ratna,1,New Delhi,Kamla Nagar,"['South Indian', 'North Indian', 'Chinese']",600,No,Yes,2,2.7,109
Shiva Coffee & South Indian Fast Food,1,New Delhi,Kamla Nagar,['South Indian'],300,No,No,1,2.7,41
The Ice Cafe,1,New Delhi,Kamla Nagar,"['Cafe', 'Chinese', 'Continental', 'Italian', 'Desserts', 'Beverages']",400,No,No,1,3.2,28
Tikka Junction,1,New Delhi,Kamla Nagar,"['North Indian', 'Chinese']",750,No,No,2,3.4,21
Trending Eats,1,New Delhi,Kamla Nagar,"['Italian', 'Fast Food']",800,No,No,2,3.4,21
Twenty Four Seven,1,New Delhi,Kamla Nagar,"['Fast Food', 'North Indian']",300,No,No,1,3.3,53
Vikrant Cafe,1,New Delhi,Kamla Nagar,"['South Indian', 'North Indian']",550,No,Yes,2,3.3,145
Vishal Restaurant,1,New Delhi,Kamla Nagar,['North Indian'],600,No,No,2,3.1,24
Badri Prasad Ramesh Kumar Caterers,1,New Delhi,Kamla Nagar,['North Indian'],200,No,No,1,3.5,12
Bistro,1,New Delhi,Kamla Nagar,['Beverages'],150,No,No,1,3.9,55
Chaudhary Sweets Corner,1,New Delhi,Kamla Nagar,"['Desserts', 'Beverages']",300,No,No,1,3.8,36
Chowringhee,1,New Delhi,Kamla Nagar,"['Fast Food', 'Beverages']",250,No,Yes,1,3.6,108
Cones & Curries,1,New Delhi,Kamla Nagar,['Fast Food'],250,No,Yes,1,3.7,151
Darvesh Corner,1,New Delhi,Kamla Nagar,['North Indian'],550,No,No,2,3.6,91
Deez Biryani & Kebabs,1,New Delhi,Kamla Nagar,"['Biryani', 'North Indian', 'Mughlai']",650,No,Yes,2,3.7,393
Frozen Pan,1,New Delhi,Kamla Nagar,"['Ice Cream', 'Fast Food', 'Beverages']",250,No,No,1,3.9,72
Giani's,1,New Delhi,Kamla Nagar,"['Ice Cream', 'Desserts']",400,No,Yes,1,3.8,167
Havmor Ice Cream,1,New Delhi,Kamla Nagar,['Ice Cream'],200,No,Yes,1,3.7,20
Keventers,1,New Delhi,Kamla Nagar,['Beverages'],250,No,No,1,3.5,61
Manohar Bikkaneri,1,New Delhi,Kamla Nagar,"['Mithai', 'Chinese', 'Street Food']",200,No,No,1,3.8,83
Manohar Bikkaneri,1,New Delhi,Kamla Nagar,"['Bakery', 'Chinese']",200,No,No,1,3.6,62
Nukkadwala,1,New Delhi,Kamla Nagar,"['Fast Food', 'Street Food']",300,No,Yes,1,3.7,58
Om Di Hatti,1,New Delhi,Kamla Nagar,"['Street Food', 'North Indian']",100,No,No,1,3.7,116
Orange Tree Cafe,1,New Delhi,Kamla Nagar,"['Continental', 'Chinese', 'North Indian']",600,Yes,No,2,3.5,21
Rigo Noodles,1,New Delhi,Kamla Nagar,"['Chinese', 'Thai']",500,No,No,2,3.5,133
Sethi's The Cake Shop,1,New Delhi,Kamla Nagar,"['Bakery', 'Fast Food']",200,No,No,1,3.9,150
Shake Square,1,New Delhi,Kamla Nagar,"['Beverages', 'Fast Food']",400,No,No,1,3.6,261
Sharma Kachoriwala,1,New Delhi,Kamla Nagar,['Street Food'],50,No,No,1,3.7,131
Shawarma Wala,1,New Delhi,Kamla Nagar,['Fast Food'],300,No,No,1,3.7,234
Shree Rathnam,1,New Delhi,Kamla Nagar,"['South Indian', 'North Indian', 'Chinese']",800,No,Yes,2,3.5,85
Shri Bankey Bihari Brajwasi Rasgulle Wala,1,New Delhi,Kamla Nagar,"['Mithai', 'Street Food']",150,No,No,1,3.5,36
Sid's Kitchen,1,New Delhi,Kamla Nagar,"['North Indian', 'Chinese']",500,No,Yes,2,3.8,115
Subway,1,New Delhi,Kamla Nagar,"['American', 'Fast Food', 'Salad', 'Healthy Food']",500,No,Yes,2,3.5,143
Sweet Life By Henna,1,New Delhi,Kamla Nagar,"['Bakery', 'Desserts']",400,No,No,1,3.5,47
The Midnight Heroes,1,New Delhi,Kamla Nagar,"['North Indian', 'Biryani', 'Chinese', 'Fast Food']",950,No,Yes,2,3.8,41
Urban Hub,1,New Delhi,Kamla Nagar,"['Chinese', 'North Indian', 'Italian', 'Fast Food']",1900,Yes,No,3,3.6,346
Vaishno Chat Bhandar,1,New Delhi,Kamla Nagar,['Street Food'],150,No,No,1,3.9,223
Ved Dhaba,1,New Delhi,Kamla Nagar,['North Indian'],300,No,No,1,3.5,97
Veg Ex,1,New Delhi,Kamla Nagar,['North Indian'],500,No,Yes,2,3.6,24
Wokin Street,1,New Delhi,Kamla Nagar,['Chinese'],300,No,Yes,1,3.6,25
Yadav Namkeens & Bakers,1,New Delhi,Kamla Nagar,['Bakery'],100,No,Yes,1,3.5,15
Chill'm Bar & Cafe,1,New Delhi,Kamla Nagar,"['North Indian', 'Italian', 'Chinese', 'Fast Food']",600,Yes,Yes,2,4.2,300
Coffee & Cream,1,New Delhi,Kamla Nagar,"['Beverages', 'Fast Food']",400,No,No,1,4.0,108
Chawla Di Hutti,1,New Delhi,Kapashera,['North Indian'],700,No,No,2,3.1,59
Sher 'A' Punjab Bhojnalya,1,New Delhi,Kapashera,['North Indian'],600,No,Yes,2,3.3,36
Guru Rakha,1,New Delhi,Karampura,['North Indian'],600,No,No,2,3.1,62
Shudh Vaishno Hotel,1,New Delhi,Karampura,['North Indian'],450,No,Yes,1,3.4,44
Kumar Samose Wala,1,New Delhi,Karampura,['Street Food'],100,No,No,1,4.1,187
Amigo's Deli,1,New Delhi,Karkardooma,"['Mughlai', 'Fast Food']",350,No,No,1,3.2,11
Ananda Food Express,1,New Delhi,Karkardooma,"['North Indian', 'Chinese']",450,No,Yes,1,3.2,27
Green Chick Chop,1,New Delhi,Karkardooma,"['Raw Meats', 'North Indian', 'Fast Food']",350,No,No,1,3.4,33
Khana Vaana,1,New Delhi,Karkardooma,"['North Indian', 'South Indian', 'Chinese']",300,No,No,1,3.4,32
Momoholic,1,New Delhi,Karkardooma,"['Chinese', 'Fast Food', 'Ice Cream']",200,No,No,1,3.3,11
Nazeer Foods,1,New Delhi,Karkardooma,"['North Indian', 'Mughlai', 'Chinese']",550,No,No,2,3.3,87
Pind Balluchi,1,New Delhi,Karkardooma,"['North Indian', 'Mughlai']",850,Yes,Yes,2,2.6,192
Rumours,1,New Delhi,Karkardooma,"['North Indian', 'Chinese', 'Italian']",1000,Yes,No,3,3.4,232
Spice Grill,1,New Delhi,Karkardooma,"['North Indian', 'Mughlai', 'Chinese', 'Continental']",1300,No,Yes,3,3.2,177
Utopia,1,New Delhi,Karkardooma,"['North Indian', 'Mediterranean', 'Continental']",1500,Yes,No,3,3.2,286
Aroma Rest O Bar,1,New Delhi,Karkardooma,"['North Indian', 'Mughlai', 'Chinese']",800,Yes,Yes,2,3.6,306
Cafe Shloka,1,New Delhi,Karkardooma,"['Cafe', 'Italian', 'Chinese', 'North Indian']",1000,No,Yes,3,3.5,63
Chawla's Tandoori Junction,1,New Delhi,Karkardooma,['North Indian'],800,Yes,No,2,3.5,159
Desi Villa,1,New Delhi,Karkardooma,"['South Indian', 'North Indian', 'Chinese']",800,Yes,No,2,3.7,28
Kanwarji's,1,New Delhi,Karkardooma,"['Street Food', 'Mithai']",400,No,No,1,3.5,40
Palomino,1,New Delhi,Karkardooma,"['North Indian', 'Mughlai', 'Continental', 'Chinese']",1600,Yes,Yes,3,3.7,213
Raasa The Luxuriate Fine Dine,1,New Delhi,Karkardooma,"['North Indian', 'Mughlai', 'Chinese']",1150,Yes,Yes,3,3.7,160
Shiv Tikki Wala,1,New Delhi,Karkardooma,"['Street Food', 'North Indian']",250,No,No,1,3.8,300
The Barbeque Company,1,New Delhi,Karkardooma,"['North Indian', 'Chinese', 'Continental']",1300,No,No,3,3.8,248
The Wrap Factory,1,New Delhi,Karkardooma,['Fast Food'],250,No,No,1,3.6,109
Urban Punjab,1,New Delhi,Karkardooma,"['North Indian', 'Chinese']",750,Yes,No,2,3.5,132
Classic,1,New Delhi,Karkardooma,"['Desserts', 'Fast Food', 'Ice Cream']",250,No,No,1,4.0,95
Goosebumps,1,New Delhi,Karkardooma,"['Ice Cream', 'Desserts']",300,No,Yes,1,4.0,292
Adyar Ananda Bhavan,1,New Delhi,Karol Bagh,"['South Indian', 'North Indian', 'Chinese', 'Street Food', 'Fast Food']",500,No,No,2,2.8,39
Amma Mess,1,New Delhi,Karol Bagh,"['South Indian', 'North Indian']",250,No,No,1,3.4,68
Amritsari Chaap Corner,1,New Delhi,Karol Bagh,['North Indian'],200,No,No,1,2.9,92
Aroma Spice,1,New Delhi,Karol Bagh,"['North Indian', 'Chinese']",800,Yes,No,2,3.4,51
Boheme Cafe Bar,1,New Delhi,Karol Bagh,"['North Indian', 'Chinese', 'Continental', 'Italian']",1100,Yes,Yes,3,3.2,142
Cafe Coffee Day,1,New Delhi,Karol Bagh,['Cafe'],450,No,No,1,2.6,21
Chinese King,1,New Delhi,Karol Bagh,"['Chinese', 'North Indian', 'Mughlai']",450,No,Yes,1,2.5,71
Chopsuey,1,New Delhi,Karol Bagh,"['Chinese', 'North Indian']",600,No,Yes,2,3.2,71
Chowringhee,1,New Delhi,Karol Bagh,"['North Indian', 'Chinese']",600,No,Yes,2,3.4,122
Crossroad Bar and Restaurant,1,New Delhi,Karol Bagh,"['North Indian', 'Chinese', 'Mughlai']",700,No,No,2,3.0,39
Domino's Pizza,1,New Delhi,Karol Bagh,"['Pizza', 'Fast Food']",700,No,No,2,3.4,43
Giani's,1,New Delhi,Karol Bagh,"['Ice Cream', 'Desserts']",400,No,Yes,1,3.4,38
Giani,1,New Delhi,Karol Bagh,"['Ice Cream', 'Desserts']",400,No,Yes,1,2.7,39
Gulnar Bar Be Que,1,New Delhi,Karol Bagh,"['North Indian', 'Chinese']",700,No,Yes,2,3.1,73
Kwality Bengali Sweets,1,New Delhi,Karol Bagh,"['Desserts', 'Mithai']",200,No,No,1,2.9,10
Little Chef,1,New Delhi,Karol Bagh,"['North Indian', 'Mughlai', 'Chinese', 'Fast Food']",500,No,Yes,2,2.7,32
M J Dosa Corner,1,New Delhi,Karol Bagh,['South Indian'],150,No,No,1,2.9,36
Moolchand's,1,New Delhi,Karol Bagh,"['North Indian', 'South Indian', 'Chinese', 'Fast Food']",450,No,No,1,3.3,36
New Angaar Hyderabadi,1,New Delhi,Karol Bagh,['Hyderabadi'],750,Yes,Yes,2,3.1,134
New Frontier Hotel,1,New Delhi,Karol Bagh,['North Indian'],350,No,No,1,3.3,55
Oberoi Biryani,1,New Delhi,Karol Bagh,"['North Indian', 'Mughlai']",600,No,No,2,2.9,90
Om Ji Om,1,New Delhi,Karol Bagh,['North Indian'],500,No,No,2,3.2,60
Om Saravana Bhavan,1,New Delhi,Karol Bagh,['South Indian'],400,No,No,1,2.7,47
Pindi Meat,1,New Delhi,Karol Bagh,['North Indian'],300,No,No,1,3.4,43
Punjab Sweet Corner,1,New Delhi,Karol Bagh,"['Fast Food', 'North Indian', 'South Indian', 'Chinese', 'Street Food', 'Mithai']",350,No,No,1,3.3,236
R1 Lounge,1,New Delhi,Karol Bagh,"['North Indian', 'Mughlai', 'Chinese']",1100,Yes,Yes,3,2.6,31
R1 Take Away,1,New Delhi,Karol Bagh,"['North Indian', 'Mughlai', 'Chinese']",700,No,Yes,2,2.5,38
Raffles,1,New Delhi,Karol Bagh,"['Fast Food', 'North Indian', 'Chinese']",800,Yes,No,2,3.1,123
Raj Sweets,1,New Delhi,Karol Bagh,['Mithai'],150,No,No,1,2.8,9
Ramas Cafe,1,New Delhi,Karol Bagh,"['South Indian', 'Chinese', 'North Indian']",350,No,No,1,3.3,70
Sandoz,1,New Delhi,Karol Bagh,"['North Indian', 'Chinese']",550,No,No,2,3.4,114
Sandoz,1,New Delhi,Karol Bagh,"['North Indian', 'Chinese']",550,No,No,2,2.7,56
Shudh,1,New Delhi,Karol Bagh,"['North Indian', 'Chinese', 'South Indian']",600,No,Yes,2,3.1,247
Southy,1,New Delhi,Karol Bagh,['South Indian'],450,No,Yes,1,3.1,90
Spicy by Nature,1,New Delhi,Karol Bagh,"['North Indian', 'Mughlai', 'Chinese']",900,Yes,No,2,2.7,84
Spicy N Karara,1,New Delhi,Karol Bagh,"['North Indian', 'Chinese', 'Fast Food']",650,No,Yes,2,3.3,93
Spooky Sky,1,New Delhi,Karol Bagh,"['Italian', 'Chinese', 'North Indian']",650,No,Yes,2,3.4,44
Sri Krishna Udupi,1,New Delhi,Karol Bagh,['South Indian'],400,No,No,1,3.0,27
Tempting Restaurant,1,New Delhi,Karol Bagh,"['Chinese', 'Mughlai', 'North Indian']",750,Yes,Yes,2,2.7,68
The Smokin' Grill by The Flashback,1,New Delhi,Karol Bagh,['Fast Food'],400,No,Yes,1,3.3,23
Three Tuns,1,New Delhi,Karol Bagh,"['European', 'Italian', 'Thai', 'Chinese', 'North Indian']",1400,Yes,No,3,3.2,30
Wah Ji Wah,1,New Delhi,Karol Bagh,"['North Indian', 'Chinese']",500,No,Yes,2,2.5,69
Wow! Momo,1,New Delhi,Karol Bagh,"['Tibetan', 'Fast Food']",350,No,No,1,2.6,41
Wrap & Roll,1,New Delhi,Karol Bagh,"['Fast Food', 'Chinese']",400,No,Yes,1,3.4,36
Anjlika Pastry Shop,1,New Delhi,Karol Bagh,"['Bakery', 'Desserts', 'Fast Food']",400,No,No,1,3.6,179
Bakeology,1,New Delhi,Karol Bagh,"['Bakery', 'Desserts']",450,No,No,1,3.5,22
Changezi Chicken,1,New Delhi,Karol Bagh,"['North Indian', 'Mughlai']",650,No,Yes,2,3.7,456
Chargrill Resto Bar,1,New Delhi,Karol Bagh,"['North Indian', 'European', 'South Indian']",900,Yes,Yes,2,3.6,43
Chowringhee,1,New Delhi,Karol Bagh,['Fast Food'],200,No,Yes,1,3.7,120
Glenz Cafe N Bakers,1,New Delhi,Karol Bagh,"['Cafe', 'Fast Food', 'Desserts']",700,No,Yes,2,3.8,230
Happy2Bake,1,New Delhi,Karol Bagh,['Bakery'],300,No,Yes,1,3.5,26
Nazeer Foods,1,New Delhi,Karol Bagh,"['Mughlai', 'North Indian']",600,No,Yes,2,3.5,27
Pakode Ki Dukaan,1,New Delhi,Karol Bagh,['Street Food'],50,No,No,1,3.6,35
Peshawari Chicken Corner,1,New Delhi,Karol Bagh,['North Indian'],500,No,Yes,2,3.6,76
Prem Dhaba,1,New Delhi,Karol Bagh,['North Indian'],650,No,No,2,3.7,177
Ravi Raj Di Kulfi,1,New Delhi,Karol Bagh,['Desserts'],150,No,No,1,3.6,99
Shawarma King's,1,New Delhi,Karol Bagh,['Fast Food'],250,No,Yes,1,3.7,136
Shri Rama Restaurant,1,New Delhi,Karol Bagh,"['North Indian', 'Chinese']",600,No,Yes,2,3.5,72
Sri Balaji,1,New Delhi,Karol Bagh,"['South Indian', 'North Indian']",600,No,No,2,3.5,88
Standard Burfee,1,New Delhi,Karol Bagh,"['Mithai', 'Street Food']",200,No,No,1,3.8,100
Subway,1,New Delhi,Karol Bagh,"['American', 'Fast Food', 'Salad', 'Healthy Food']",500,No,No,2,3.6,118
Suruchi,1,New Delhi,Karol Bagh,"['Gujarati', 'Rajasthani', 'North Indian', 'Fast Food']",700,No,Yes,2,3.8,603
Tera Hotel,1,New Delhi,Karol Bagh,['North Indian'],350,No,No,1,3.5,149
